sysnum,title
001820978,The Alhambra ... With an introduction by E. R. Pennell. Illustrated with drawings of the places mentioned by J. Pennell
001567835,"The Half Hour Library of Travel, Nature and Science for young readers"
002736641,"West Dene Manor, etc. [A story.]"
001704007,"Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer"
003210214,"Records of Rowington, being extracts from the deeds in possession of the feoffees of the Rowington charities, with notes from the parish chest ... and appendix of MSS. from the British Museum, etc"
001704007,"Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer"
002390844,The Novels of Captain Marryat. Edited by R. Brimley Johnson. L.P
001704007,"Genom Sveriges Bygder. Skildringar af vårt land och folk ... Tredje upplagan, genomsedd och tillökad af J. P. Velander. Med 545 illustrationer"
003646126,"Die Kaiserproklamation in Versailles am 18. Januar 1871, etc. (Zum Jahrestage der Kaiserproklamation. Nachträge, etc.)"
000079514,"The Town and City of Waterbury, Connecticut, from the aboriginal period to the year eighteen hundred and ninety-five"
002333337,"In the Volcanic Eifel. A holiday ramble ... With ... illustrations by T. R. Macquoid, and ... maps"
002415000,"The Struggle of the Nations. Egypt, Syria, and Assyria ... Edited by A. H. Sayce. Translated by M. L. McClure. With map ... and ... illustrations"
000371673,"Taking a Stand, etc"
002535575,Les Châteaux suisses. Anciennes anecdotes et chroniques. Nouvelle édition. Illustrations de H. Van Muyden. [With a portrait.]
