flickrid	enteredtext	from	to	tagid	author	tag	mode
11307108336	Victoria street	1386752400	1389715649	12383156-11307108336-205204	111504609@N03	victoriastreet	add
11307108535	mechanical_curator	1386752400	1389717640	12383156-11307108535-147195664	12403504@N02	mechanicalcurator	add
11307108535	medium	1386752400	1389717640	12383156-11307108535-20924	12403504@N02	medium	add
11307108535	vol:0	1386752400	1389717640	12383156-11307108535-21849367	12403504@N02	vol0	add
11307108535	HOTTINGER, Christlieb Gotthold.	1386752400	1389717640	12383156-11307108535-162381233	12403504@N02	hottingerchristliebgotthold	add
11307108535	1730 theater	1386752400	1389717640	12383156-11307108535-170029744	90745214@N07	1730theater	add
11307108535	bldigital	1386752400	1389717640	12383156-11307108535-137769045	12403504@N02	bldigital	add
11307108535	sysnum:001741696	1386752400	1389717640	12383156-11307108535-162381223	12403504@N02	sysnum001741696	add
11307108535	pubplace:Strassburg	1386752400	1389717640	12383156-11307108535-148102273	12403504@N02	pubplacestrassburg	add
11307108535	imagesfromvolume:001741696_0	1386752400	1389717640	12383156-11307108535-166572104	12403504@N02	imagesfromvolume0017416960	add
11307108535	date:1885	1386752400	1389717640	12383156-11307108535-148690275	12403504@N02	date1885	add
11307108535	public_domain	1386752400	1389717640	12383156-11307108535-136904	12403504@N02	publicdomain	add
11307108535	page:70	1386752400	1389717640	12383156-11307108535-37619318	12403504@N02	page70	add
11307108535	imagesfrombook:001741696	1386752400	1389717640	12383156-11307108535-166572094	12403504@N02	imagesfrombook001741696	add
11307108454	mechanical_curator	1386752400	1389717321	12383156-11307108454-147195664	12403504@N02	mechanicalcurator	add
11307108454	imagesfromvolume:002596535_0	1386752400	1389717321	12383156-11307108454-166732176	12403504@N02	imagesfromvolume0025965350	add
11307108454	medium	1386752400	1389717321	12383156-11307108454-20924	12403504@N02	medium	add
11307108454	vol:0	1386752400	1389717321	12383156-11307108454-21849367	12403504@N02	vol0	add
11307108454	bldigital	1386752400	1389717321	12383156-11307108454-137769045	12403504@N02	bldigital	add
11307108454	MYERS, Francis Writer on Australia	1386752400	1389717321	12383156-11307108454-162360715	12403504@N02	myersfranciswriteronaustralia	add
11307108454	turnip	1386752400	1389717321	12383156-11307108454-68291	111504609@N03	turnip	add
11307108454	date:1885	1386752400	1389717321	12383156-11307108454-148690275	12403504@N02	date1885	add
11307108454	public_domain	1386752400	1389717321	12383156-11307108454-136904	12403504@N02	publicdomain	add
11307108454	sysnum:002596535	1386752400	1389717321	12383156-11307108454-162360705	12403504@N02	sysnum002596535	add
11307108454	imagesfrombook:002596535	1386752400	1389717321	12383156-11307108454-166732166	12403504@N02	imagesfrombook002596535	add
11307108454	pubplace:Sydney	1386752400	1389717321	12383156-11307108454-147775133	12403504@N02	pubplacesydney	add
11307108454	page:118	1386752400	1389717321	12383156-11307108454-84323648	12403504@N02	page118	add
11307108706	sysnum:003478862	1386752400	1389953133	12383156-11307108706-162898295	12403504@N02	sysnum003478862	add
11307108706	vol:0	1386752400	1389953133	12383156-11307108706-21849367	12403504@N02	vol0	add
11307108706	pubplace:Barcelona	1386752400	1389953133	12383156-11307108706-147659934	12403504@N02	pubplacebarcelona	add
11307108706	bldigital	1386752400	1389953133	12383156-11307108706-137769045	12403504@N02	bldigital	add
11307108706	page:589	1386752400	1389953133	12383156-11307108706-160295713	12403504@N02	page589	add
11307108706	large	1386752400	1389953133	12383156-11307108706-7549	12403504@N02	large	add
11307108706	infographic	1386752400	1389953133	12383156-11307108706-75557	58049354@N00	infographic	add
11307108706	public_domain	1386752400	1389953133	12383156-11307108706-136904	12403504@N02	publicdomain	add
11307108706	date:1891	1386752400	1389953133	12383156-11307108706-149093593	12403504@N02	date1891	add
11307108706	STANLEY, Henry Morton Sir, G.C.B	1386752400	1389953133	12383156-11307108706-161663326	12403504@N02	stanleyhenrymortonsirgcb	add
11307108886	mechanical_curator	1386752400	1389712002	12383156-11307108886-147195664	12403504@N02	mechanicalcurator	add
11307108886	medium	1386752400	1389712002	12383156-11307108886-20924	12403504@N02	medium	add
11307108886	vol:0	1386752400	1389712002	12383156-11307108886-21849367	12403504@N02	vol0	add
11307108886	Berkshire	1386752400	1389712002	12383156-11307108886-39232	82452447@N00	berkshire	add
11307108886	Thames River	1386752400	1389712002	12383156-11307108886-64534	82452447@N00	thamesriver	add
11307108886	page:222	1386752400	1389712002	12383156-11307108886-38299767	12403504@N02	page222	add
11307108886	imagesfromvolume:003794924_0	1386752400	1389712002	12383156-11307108886-166571464	12403504@N02	imagesfromvolume0037949240	add
11307108886	bldigital	1386752400	1389712002	12383156-11307108886-137769045	12403504@N02	bldigital	add
11307108886	England	1386752400	1389712002	12383156-11307108886-279	82452447@N00	england	add
11307108886	imagesfrombook:003794924	1386752400	1389712002	12383156-11307108886-166571454	12403504@N02	imagesfrombook003794924	add
11307108886	sysnum:003794924	1386752400	1389712002	12383156-11307108886-162352516	12403504@N02	sysnum003794924	add
11307108886	date:1885	1386752400	1389712002	12383156-11307108886-148690275	12403504@N02	date1885	add
11307108886	public_domain	1386752400	1389712002	12383156-11307108886-136904	12403504@N02	publicdomain	add
11307108886	VILLARS, Paul.	1386752400	1389712002	12383156-11307108886-162352526	12403504@N02	villarspaul	add
11307108886	Cookham	1386752400	1389712002	12383156-11307108886-160488	82452447@N00	cookham	add
11307108886	pubplace:Paris	1386752400	1389712002	12383156-11307108886-147195654	12403504@N02	pubplaceparis	add
11307103085	mechanical_curator	1386752400	1389699060	12383156-11307103085-147195664	12403504@N02	mechanicalcurator	add
11307103085	page:150	1386752400	1389699060	12383156-11307103085-17898867	12403504@N02	page150	add
11307103085	Royal Arsenal	1386752400	1389699060	12383156-11307103085-1727647	111504609@N03	royalarsenal	add
11307103085	medium	1386752400	1389699060	12383156-11307103085-20924	12403504@N02	medium	add
11307103085	vol:0	1386752400	1389699060	12383156-11307103085-21849367	12403504@N02	vol0	add
11307103085	Erith	1386752400	1389699060	12383156-11307103085-95292	111504609@N03	erith	add
11307103085	sysnum:003798473	1386752400	1389699060	12383156-11307103085-162361814	12403504@N02	sysnum003798473	add
11307103085	bldigital	1386752400	1389699060	12383156-11307103085-137769045	12403504@N02	bldigital	add
11307103085	imagesfrombook:003798473	1386752400	1389699060	12383156-11307103085-166578985	12403504@N02	imagesfrombook003798473	add
11307103085	pubplace:Woolwich	1386752400	1389699060	12383156-11307103085-148399524	12403504@N02	pubplacewoolwich	add
11307103085	date:1885	1386752400	1389699060	12383156-11307103085-148690275	12403504@N02	date1885	add
11307103085	public_domain	1386752400	1389699060	12383156-11307103085-136904	12403504@N02	publicdomain	add
11307103085	imagesfromvolume:003798473_0	1386752400	1389699060	12383156-11307103085-166578995	12403504@N02	imagesfromvolume0037984730	add
11307103085	VINCENT, William Thomas.	1386752400	1389699060	12383156-11307103085-162361824	12403504@N02	vincentwilliamthomas	add
11307109273	mechanical_curator	1386752400	1389736095	12383156-11307109273-147195664	12403504@N02	mechanicalcurator	add
11307109273	medium	1386752400	1389736095	12383156-11307109273-20924	12403504@N02	medium	add
11307109273	vol:0	1386752400	1389736095	12383156-11307109273-21849367	12403504@N02	vol0	add
11307109273	imagesfromvolume:000799733_0	1386752400	1389736095	12383156-11307109273-166577835	12403504@N02	imagesfromvolume0007997330	add
11307109273	imagesfrombook:000799733	1386752400	1389736095	12383156-11307109273-166577825	12403504@N02	imagesfrombook000799733	add
11307109273	bldigital	1386752400	1389736095	12383156-11307109273-137769045	12403504@N02	bldigital	add
11307109273	sysnum:000799733	1386752400	1389736095	12383156-11307109273-162382513	12403504@N02	sysnum000799733	add
11307109273	date:1885	1386752400	1389736095	12383156-11307109273-148690275	12403504@N02	date1885	add
11307109273	public_domain	1386752400	1389736095	12383156-11307109273-136904	12403504@N02	publicdomain	add
11307109273	pubplace:Philadelphia	1386752400	1389736095	12383156-11307109273-147597663	12403504@N02	pubplacephiladelphia	add
11307109273	page:101	1386752400	1389736095	12383156-11307109273-8238417	12403504@N02	page101	add
11307109824	mechanical_curator	1386752400	1403272101	12383156-11307109824-147195664	12403504@N02	mechanicalcurator	add
11307109824	map	1386752400	1403272101	12383156-11307109824-4942	37377809@N00	map	add
11307109824	medium	1386752400	1403272101	12383156-11307109824-20924	12403504@N02	medium	add
11307109824	page:147	1386752400	1403272101	12383156-11307109824-9830092	12403504@N02	page147	add
11307109824	bldigital	1386752400	1403272101	12383156-11307109824-137769045	12403504@N02	bldigital	add
11307109824	pubplace:Stuttgart	1386752400	1403272101	12383156-11307109824-147656166	12403504@N02	pubplacestuttgart	add
11307109824	vol:07	1386752400	1403272101	12383156-11307109824-1154440	12403504@N02	vol07	add
11307109824	date:1885	1386752400	1403272101	12383156-11307109824-148690275	12403504@N02	date1885	add
11307109824	imagesfromvolume:003045014_07	1386752400	1403272101	12383156-11307109824-166580736	12403504@N02	imagesfromvolume00304501407	add
11307109824	public_domain	1386752400	1403272101	12383156-11307109824-136904	12403504@N02	publicdomain	add
11307109824	sysnum:003045014	1386752400	1403272101	12383156-11307109824-162355684	12403504@N02	sysnum003045014	add
11307109824	imagesfrombook:003045014	1386752400	1403272101	12383156-11307109824-166589003	12403504@N02	imagesfrombook003045014	add
11307109824	RATZEL, Friedrich.	1386752400	1403272101	12383156-11307109824-161812866	12403504@N02	ratzelfriedrich	add
11307109584	mechanical_curator	1386752400	1389761734	12383156-11307109584-147195664	12403504@N02	mechanicalcurator	add
11307109584	bldigital	1386752400	1389761734	12383156-11307109584-137769045	12403504@N02	bldigital	add
11307109584	sysnum:000688783	1386752400	1389761734	12383156-11307109584-162383093	12403504@N02	sysnum000688783	add
11307109584	imagesfrombook:000688783	1386752400	1389761734	12383156-11307109584-166574825	12403504@N02	imagesfrombook000688783	add
11307109584	imagesfromvolume:000688783_02	1386752400	1389761734	12383156-11307109584-166579586	12403504@N02	imagesfromvolume00068878302	add
11307109584	CHISHOLM, George Goudie.	1386752400	1389761734	12383156-11307109584-162136106	12403504@N02	chisholmgeorgegoudie	add
11307109584	South America	1386752400	1389761734	12383156-11307109584-783	111504609@N03	southamerica	add
11307109584	pubplace:London	1386752400	1389761734	12383156-11307109584-147209253	12403504@N02	pubplacelondon	add
11307109584	Chuquisaca	1386752400	1389761734	12383156-11307109584-203509	111504609@N03	chuquisaca	add
11307109584	medium	1386752400	1389761734	12383156-11307109584-20924	12403504@N02	medium	add
11307109584	date:1885	1386752400	1389761734	12383156-11307109584-148690275	12403504@N02	date1885	add
11307109584	public_domain	1386752400	1389761734	12383156-11307109584-136904	12403504@N02	publicdomain	add
11307109584	page:485	1386752400	1389761734	12383156-11307109584-59637895	12403504@N02	page485	add
11307109584	vol:02	1386752400	1389761734	12383156-11307109584-1153640	12403504@N02	vol02	add
11307110416	sysnum:003651798	1386752400	1389874884	12383156-11307110416-162930986	12403504@N02	sysnum003651798	add
11307110416	bldigital	1386752400	1389874884	12383156-11307110416-137769045	12403504@N02	bldigital	add
11307110416	large	1386752400	1389874884	12383156-11307110416-7549	12403504@N02	large	add
11307110416	pubplace:London	1386752400	1389874884	12383156-11307110416-147209253	12403504@N02	pubplacelondon	add
11307110416	TOMLINSON, William Weaver.	1386752400	1389874884	12383156-11307110416-162650555	12403504@N02	tomlinsonwilliamweaver	add
11307110416	public_domain	1386752400	1389874884	12383156-11307110416-136904	12403504@N02	publicdomain	add
11307110416	page:60	1386752400	1389874884	12383156-11307110416-9460154	12403504@N02	page60	add
11307110416	vol:0	1386752400	1389874884	12383156-11307110416-21849367	12403504@N02	vol0	add
11307110416	date:1891	1386752400	1389874884	12383156-11307110416-149093593	12403504@N02	date1891	add
11307104795	mechanical_curator	1386752400	1389868289	12383156-11307104795-147195664	12403504@N02	mechanicalcurator	add
11307104795	imagesfrombook:002733973	1386752400	1389868289	12383156-11307104795-166569534	12403504@N02	imagesfrombook002733973	add
11307104795	ØVERLAND, Ole Andreas.	1386752400	1389868289	12383156-11307104795-162381033	12403504@N02	øverlandoleandreas	add
11307104795	medium	1386752400	1389868289	12383156-11307104795-20924	12403504@N02	medium	add
11307104795	pubplace:Kristiania	1386752400	1389868289	12383156-11307104795-148343214	12403504@N02	pubplacekristiania	add
11307104795	bldigital	1386752400	1389868289	12383156-11307104795-137769045	12403504@N02	bldigital	add
11307104795	page:135	1386752400	1389868289	12383156-11307104795-5749024	12403504@N02	page135	add
11307104795	vol:06	1386752400	1389868289	12383156-11307104795-1154406	12403504@N02	vol06	add
11307104795	date:1885	1386752400	1389868289	12383156-11307104795-148690275	12403504@N02	date1885	add
11307104795	public_domain	1386752400	1389868289	12383156-11307104795-136904	12403504@N02	publicdomain	add
11307104795	imagesfromvolume:002733973_06	1386752400	1389868289	12383156-11307104795-166577815	12403504@N02	imagesfromvolume00273397306	add
11307104795	sysnum:002733973	1386752400	1389868289	12383156-11307104795-162381023	12403504@N02	sysnum002733973	add
11307112276	page:308	1386752400	1389719690	12383156-11307112276-160269133	12403504@N02	page308	add
11307112276	Reliquary	1386752400	1389719690	12383156-11307112276-252766	111504609@N03	reliquary	add
11307112276	bldigital	1386752400	1389719690	12383156-11307112276-137769045	12403504@N02	bldigital	add
11307112276	sysnum:000960488	1386752400	1389719690	12383156-11307112276-162902405	12403504@N02	sysnum000960488	add
11307112276	large	1386752400	1389719690	12383156-11307112276-7549	12403504@N02	large	add
11307112276	DOHERTY, William James.	1386752400	1389719690	12383156-11307112276-162902415	12403504@N02	dohertywilliamjames	add
11307112276	public_domain	1386752400	1389719690	12383156-11307112276-136904	12403504@N02	publicdomain	add
11307112276	vol:02	1386752400	1389719690	12383156-11307112276-1153640	12403504@N02	vol02	add
11307112276	pubplace:Dublin	1386752400	1389719690	12383156-11307112276-147198126	12403504@N02	pubplacedublin	add
11307112276	date:1891	1386752400	1389719690	12383156-11307112276-149093593	12403504@N02	date1891	add
11307112276	rotated	1389719690	1391194699	12383156-11307112276-124458	12403504@N02	rotated	add
11307111226	mechanical_curator	1386752400	1389745176	12383156-11307111226-147195664	12403504@N02	mechanicalcurator	add
11307111226	medium	1386752400	1389745176	12383156-11307111226-20924	12403504@N02	medium	add
11307111226	vol:0	1386752400	1389745176	12383156-11307111226-21849367	12403504@N02	vol0	add
11307111226	bldigital	1386752400	1389745176	12383156-11307111226-137769045	12403504@N02	bldigital	add
11307111226	public_domain	1386752400	1389745176	12383156-11307111226-136904	12403504@N02	publicdomain	add
11307111226	pubplace:London	1386752400	1389745176	12383156-11307111226-147209253	12403504@N02	pubplacelondon	add
11307111226	page:512	1386752400	1389745176	12383156-11307111226-20742892	12403504@N02	page512	add
11307111226	imagesfrombook:000582253	1386752400	1389745176	12383156-11307111226-166572384	12403504@N02	imagesfrombook000582253	add
11307111226	date:1885	1386752400	1389745176	12383156-11307111226-148690275	12403504@N02	date1885	add
11307111226	CAMERON, Verney Lovett.	1386752400	1389745176	12383156-11307111226-161845315	12403504@N02	cameronverneylovett	add
11307111226	sysnum:000582253	1386752400	1389745176	12383156-11307111226-162351936	12403504@N02	sysnum000582253	add
11307111226	imagesfromvolume:000582253_0	1386752400	1389745176	12383156-11307111226-166572394	12403504@N02	imagesfromvolume0005822530	add
11307111924	BORD, Gustave.	1386752400	1389766490	12383156-11307111924-162376276	12403504@N02	bordgustave	add
11307111924	mechanical_curator	1386752400	1389766490	12383156-11307111924-147195664	12403504@N02	mechanicalcurator	add
11307111924	medium	1386752400	1389766490	12383156-11307111924-20924	12403504@N02	medium	add
11307111924	vol:0	1386752400	1389766490	12383156-11307111924-21849367	12403504@N02	vol0	add
11307111924	page:122	1386752400	1389766490	12383156-11307111924-25639388	12403504@N02	page122	add
11307111924	bldigital	1386752400	1389766490	12383156-11307111924-137769045	12403504@N02	bldigital	add
11307111924	imagesfromvolume:000414694_0	1386752400	1389766490	12383156-11307111924-167035126	12403504@N02	imagesfromvolume0004146940	add
11307111924	sysnum:000414694	1386752400	1389766490	12383156-11307111924-162376266	12403504@N02	sysnum000414694	add
11307111924	imagesfrombook:000414694	1386752400	1389766490	12383156-11307111924-167035116	12403504@N02	imagesfrombook000414694	add
11307111924	date:1885	1386752400	1389766490	12383156-11307111924-148690275	12403504@N02	date1885	add
11307111924	public_domain	1386752400	1389766490	12383156-11307111924-136904	12403504@N02	publicdomain	add
11307111924	France	1386752400	1389766490	12383156-11307111924-487	111504609@N03	france	add
11307111924	pubplace:Paris	1386752400	1389766490	12383156-11307111924-147195654	12403504@N02	pubplaceparis	add
11307111925	BIRD, afterwards BISHOP, Isabella Lucy.	1386752400	1389652706	12383156-11307111925-162073273	12403504@N02	birdafterwardsbishopisabellalucy	add
11307111925	mechanical_curator	1386752400	1389652706	12383156-11307111925-147195664	12403504@N02	mechanicalcurator	add
11307111925	medium	1386752400	1389652706	12383156-11307111925-20924	12403504@N02	medium	add
11307111925	vol:0	1386752400	1389652706	12383156-11307111925-21849367	12403504@N02	vol0	add
11307111925	imagesfrombook:000356197	1386752400	1389652706	12383156-11307111925-166570854	12403504@N02	imagesfrombook000356197	add
11307111925	page:48	1386752400	1389652706	12383156-11307111925-66463	12403504@N02	page48	add
11307111925	bldigital	1386752400	1389652706	12383156-11307111925-137769045	12403504@N02	bldigital	add
11307111925	sysnum:000356197	1386752400	1389652706	12383156-11307111925-162358316	12403504@N02	sysnum000356197	add
11307111925	pubplace:London	1386752400	1389652706	12383156-11307111925-147209253	12403504@N02	pubplacelondon	add
11307111925	date:1885	1386752400	1389652706	12383156-11307111925-148690275	12403504@N02	date1885	add
11307111925	public_domain	1386752400	1389652706	12383156-11307111925-136904	12403504@N02	publicdomain	add
11307111925	imagesfromvolume:000356197_0	1386752400	1389652706	12383156-11307111925-166570864	12403504@N02	imagesfromvolume0003561970	add
11307111925	Lake Biwa	1386752400	1389652706	12383156-11307111925-625946	90745214@N07	lakebiwa	add
11307111925	Tea House	1386752400	1389652706	12383156-11307111925-48621	90745214@N07	teahouse	add
11307113205	mechanical_curator	1386752400	1389904478	12383156-11307113205-147195664	12403504@N02	mechanicalcurator	add
11307113205	imagesfrombook:002732646	1386752400	1389904478	12383156-11307113205-166574325	12403504@N02	imagesfrombook002732646	add
11307113205	medium	1386752400	1389904478	12383156-11307113205-20924	12403504@N02	medium	add
11307113205	door	1386752400	1389904478	12383156-11307113205-90	61361160@N00	door	add
11307113205	sysnum:002732646	1386752400	1389904478	12383156-11307113205-162356135	12403504@N02	sysnum002732646	add
11307113205	church	1386752400	1389904478	12383156-11307113205-765	61361160@N00	church	add
11307113205	page:159	1386752400	1389904478	12383156-11307113205-5748786	12403504@N02	page159	add
11307113205	bldigital	1386752400	1389904478	12383156-11307113205-137769045	12403504@N02	bldigital	add
11307113205	Marston Trussell	1386752400	1389904478	12383156-11307113205-36663569	61361160@N00	marstontrussell	add
11307113205	pubplace:London	1386752400	1389904478	12383156-11307113205-147209253	12403504@N02	pubplacelondon	add
11307113205	vol:01	1386752400	1389904478	12383156-11307113205-1140384	12403504@N02	vol01	add
11307113205	date:1885	1386752400	1389904478	12383156-11307113205-148690275	12403504@N02	date1885	add
11307113205	public_domain	1386752400	1389904478	12383156-11307113205-136904	12403504@N02	publicdomain	add
11307113205	imagesfromvolume:002732646_01	1386752400	1389904478	12383156-11307113205-166574335	12403504@N02	imagesfromvolume00273264601	add
11307113205	architecture	1386752400	1389904478	12383156-11307113205-1174	61361160@N00	architecture	add
11307113706	mechanical_curator	1386752400	1389728791	12383156-11307113706-147195664	12403504@N02	mechanicalcurator	add
11307113706	page:200	1386752400	1389728791	12383156-11307113706-21214567	12403504@N02	page200	add
11307113706	Santa Fe, New Mexico	1386752400	1389728791	12383156-11307113706-116152	82452447@N00	santafenewmexico	add
11307113706	bldigital	1386752400	1389728791	12383156-11307113706-137769045	12403504@N02	bldigital	add
11307113706	pubplace:Boston	1386752400	1389728791	12383156-11307113706-147595933	12403504@N02	pubplaceboston	add
11307113706	RITCH, William G.	1386752400	1389728791	12383156-11307113706-162356986	12403504@N02	ritchwilliamg	add
11307113706	imagesfromvolume:003109893_0	1386752400	1389728791	12383156-11307113706-166574145	12403504@N02	imagesfromvolume0031098930	add
11307113706	medium	1386752400	1389728791	12383156-11307113706-20924	12403504@N02	medium	add
11307113706	date:1885	1386752400	1389728791	12383156-11307113706-148690275	12403504@N02	date1885	add
11307113706	public_domain	1386752400	1389728791	12383156-11307113706-136904	12403504@N02	publicdomain	add
11307113706	imagesfrombook:003109893	1386752400	1389728791	12383156-11307113706-166574135	12403504@N02	imagesfrombook003109893	add
11307113706	vol:0	1386752400	1389728791	12383156-11307113706-21849367	12403504@N02	vol0	add
11307113706	newmexico	1386752400	1389728791	12383156-11307113706-517	44124400583@N01	newmexico	add
11307113706	sysnum:003109893	1386752400	1389728791	12383156-11307113706-162356976	12403504@N02	sysnum003109893	add
11307113706	First National Bank	1386752400	1389728791	12383156-11307113706-668321	82452447@N00	firstnationalbank	add
11307113706	santafe	1386752400	1389728791	12383156-11307113706-519	44124400583@N01	santafe	add
11307113556	mechanical_curator	1386752400	1389875452	12383156-11307113556-147195664	12403504@N02	mechanicalcurator	add
11307113556	sysnum:000679138	1386752400	1389875452	12383156-11307113556-162382013	12403504@N02	sysnum000679138	add
11307113556	medium	1386752400	1389875452	12383156-11307113556-20924	12403504@N02	medium	add
11307113556	vol:0	1386752400	1389875452	12383156-11307113556-21849367	12403504@N02	vol0	add
11307113556	BONAPARTE, Louis-Napoleon	1386752400	1389875452	12383156-11307113556-170305656	82452447@N00	bonapartelouisnapoleon	add
11307113556	Moustache	1386752400	1389875452	12383156-11307113556-11200	109394225@N07	moustache	add
11307113556	bldigital	1386752400	1389875452	12383156-11307113556-137769045	12403504@N02	bldigital	add
11307113556	imagesfrombook:000679138	1386752400	1389875452	12383156-11307113556-166591393	12403504@N02	imagesfrombook000679138	add
11307113556	first president of the French Republic	1386752400	1389875452	12383156-11307113556-168383575	82452447@N00	firstpresidentofthefrenchrepublic	add
11307113556	nephew and heir of Napoleon I	1386752400	1389875452	12383156-11307113556-170306066	82452447@N00	nephewandheirofnapoleoni	add
11307113556	pubplace:London	1386752400	1389875452	12383156-11307113556-147209253	12403504@N02	pubplacelondon	add
11307113556	date:1885	1386752400	1389875452	12383156-11307113556-148690275	12403504@N02	date1885	add
11307113556	Napoleon III	1386752400	1389875452	12383156-11307113556-593850	111504609@N03	napoleoniii	add
11307113556	public_domain	1386752400	1389875452	12383156-11307113556-136904	12403504@N02	publicdomain	add
11307113556	imagesfromvolume:000679138_0	1386752400	1389875452	12383156-11307113556-166591403	12403504@N02	imagesfromvolume0006791380	add
11307113556	page:117	1386752400	1389875452	12383156-11307113556-37222184	12403504@N02	page117	add
11307113556	CHESNEY, J.	1386752400	1389875452	12383156-11307113556-162382023	12403504@N02	chesneyj	add
11307113556	ruler of the Second French Empire	1386752400	1389875452	12383156-11307113556-170316573	82452447@N00	rulerofthesecondfrenchempire	add
11307114344	mechanical_curator	1386752400	1389891669	12383156-11307114344-147195664	12403504@N02	mechanicalcurator	add
11307114344	page:153	1386752400	1389891669	12383156-11307114344-28584375	12403504@N02	page153	add
11307114344	medium	1386752400	1389891669	12383156-11307114344-20924	12403504@N02	medium	add
11307114344	vol:0	1386752400	1389891669	12383156-11307114344-21849367	12403504@N02	vol0	add
11307114344	HOTTINGER, Christlieb Gotthold.	1386752400	1389891669	12383156-11307114344-162381233	12403504@N02	hottingerchristliebgotthold	add
11307114344	bldigital	1386752400	1389891669	12383156-11307114344-137769045	12403504@N02	bldigital	add
11307114344	rotated	1386752400	1389891669	12383156-11307114344-124458	12403504@N02	rotated	add
11307114344	sysnum:001741696	1386752400	1389891669	12383156-11307114344-162381223	12403504@N02	sysnum001741696	add
11307114344	pubplace:Strassburg	1386752400	1389891669	12383156-11307114344-148102273	12403504@N02	pubplacestrassburg	add
11307114344	imagesfromvolume:001741696_0	1386752400	1389891669	12383156-11307114344-166572104	12403504@N02	imagesfromvolume0017416960	add
11307114344	date:1885	1386752400	1389891669	12383156-11307114344-148690275	12403504@N02	date1885	add
11307114344	public_domain	1386752400	1389891669	12383156-11307114344-136904	12403504@N02	publicdomain	add
11307114344	imagesfrombook:001741696	1386752400	1389891669	12383156-11307114344-166572094	12403504@N02	imagesfrombook001741696	add
11307115055	mechanical_curator	1386752400	1389877301	12383156-11307115055-147195664	12403504@N02	mechanicalcurator	add
11307115055	medium	1386752400	1389877301	12383156-11307115055-20924	12403504@N02	medium	add
11307115055	page:191	1386752400	1389877301	12383156-11307115055-17893769	12403504@N02	page191	add
11307115055	imagesfrombook:000149250	1386752400	1389877301	12383156-11307115055-166588773	12403504@N02	imagesfrombook000149250	add
11307115055	bldigital	1386752400	1389877301	12383156-11307115055-137769045	12403504@N02	bldigital	add
11307115055	imagesfromvolume:000149250_15	1386752400	1389877301	12383156-11307115055-166611003	12403504@N02	imagesfromvolume00014925015	add
11307115055	vol:15	1386752400	1389877301	12383156-11307115055-5034519	12403504@N02	vol15	add
11307115055	date:1885	1386752400	1389877301	12383156-11307115055-148690275	12403504@N02	date1885	add
11307115055	public_domain	1386752400	1389877301	12383156-11307115055-136904	12403504@N02	publicdomain	add
11307115055	sysnum:000149250	1386752400	1389877301	12383156-11307115055-162381443	12403504@N02	sysnum000149250	add
11307115055	pubplace:Budapest	1386752400	1389877301	12383156-11307115055-148230366	12403504@N02	pubplacebudapest	add
11307114236	page:331	1386752400	1389738792	12383156-11307114236-68547129	12403504@N02	page331	add
11307114236	vol:0	1386752400	1389738792	12383156-11307114236-21849367	12403504@N02	vol0	add
11307114236	Strasbourg	1386752400	1389738792	12383156-11307114236-11748	95998324@N06	strasbourg	add
11307114236	sysnum:002425614	1386752400	1389738792	12383156-11307114236-162909824	12403504@N02	sysnum002425614	add
11307114236	bldigital	1386752400	1389738792	12383156-11307114236-137769045	12403504@N02	bldigital	add
11307114236	large	1386752400	1389738792	12383156-11307114236-7549	12403504@N02	large	add
11307114236	MATTHIS, C. Em.	1386752400	1389738792	12383156-11307114236-162909834	12403504@N02	matthiscem	add
11307114236	public_domain	1386752400	1389738792	12383156-11307114236-136904	12403504@N02	publicdomain	add
11307114236	date:1891	1386752400	1389738792	12383156-11307114236-149093593	12403504@N02	date1891	add
11307114236	pubplace:Paris	1386752400	1389738792	12383156-11307114236-147195654	12403504@N02	pubplaceparis	add
11307115364	map	1386752400	1389694023	12383156-11307115364-4942	37377809@N00	map	add
11307115364	vol:0	1386752400	1389694023	12383156-11307115364-21849367	12403504@N02	vol0	add
11307115364	bldigital	1386752400	1389694023	12383156-11307115364-137769045	12403504@N02	bldigital	add
11307115364	large	1386752400	1389694023	12383156-11307115364-7549	12403504@N02	large	add
11307115364	pubplace:London	1386752400	1389694023	12383156-11307115364-147209253	12403504@N02	pubplacelondon	add
11307115364	date:1882	1386752400	1389694023	12383156-11307115364-148513006	12403504@N02	date1882	add
11307115364	sysnum:001063082	1386752400	1389694023	12383156-11307115364-163590634	12403504@N02	sysnum001063082	add
11307115364	public_domain	1386752400	1389694023	12383156-11307115364-136904	12403504@N02	publicdomain	add
11307115364	ELTON, Charles Isaac.	1386752400	1389694023	12383156-11307115364-163590644	12403504@N02	eltoncharlesisaac	add
11307115364	page:483	1386752400	1389694023	12383156-11307115364-95791020	12403504@N02	page483	add
11307115855	mechanical_curator	1386752400	1389715839	12383156-11307115855-147195664	12403504@N02	mechanicalcurator	add
11307115855	imagesfromvolume:003343447_0	1386752400	1389715839	12383156-11307115855-166573755	12403504@N02	imagesfromvolume0033434470	add
11307115855	medium	1386752400	1389715839	12383156-11307115855-20924	12403504@N02	medium	add
11307115855	vol:0	1386752400	1389715839	12383156-11307115855-21849367	12403504@N02	vol0	add
11307115855	pubplace:Barcelona	1386752400	1389715839	12383156-11307115855-147659934	12403504@N02	pubplacebarcelona	add
11307115855	bldigital	1386752400	1389715839	12383156-11307115855-137769045	12403504@N02	bldigital	add
